Genus,d.PS79.178.20m_p.fastq,d.PS79.178.60m_p.fastq,d.PS79.179.20m_p.fastq,d.PS79.179.60m_p.fastq,d.PS79.193.20m_p.fastq,d.PS79.193.60m_p.fastq,d.PS79.241.20m_p.fastq,d.PS79.241.60m_p.fastq,d.PS79.262.20m_p.fastq,d.PS79.262.60m_p.fastq,d.PS79.287.20m_p.fastq,d.PS79.287.60m_p.fastq,d.PS79.296.20m_p.fastq,d.PS79.296.60m_p.fastq,d.PS79.297.20m_p.fastq,d.PS79.297.60m_p.fastq,d.PS79.298.20m_p.fastq,d.PS79.298.60m_p.fastq,d.PS79.300.20m_p.fastq,d.PS79.300.60m_p.fastq,d.PS79.302.20m_p.fastq,d.PS79.302.60m_p.fastq,d.PS79.304.20m_p.fastq,d.PS79.304.70m_p.fastq,d.PS79.306.20m_p.fastq,d.PS79.306.60m_p.fastq,d.PS79.307.20m_p.fastq,d.PS79.307.60m_p.fastq,d.PS79.308.20m_p.fastq,d.PS79.311.20m_p.fastq,d.PS79.311.60m_p.fastq,d.PS79.312.20m_p.fastq,d.PS79.312.60m_p.fastq,d.PS79.313.20m_p.fastq,d.PS79.314.20m_p.fastq,d.PS79.314.60m_p.fastq,d.PS79.315.20m_p.fastq,d.PS79.315.60m_p.fastq,d.PS79.317.20m_p.fastq,d.PS79.317.60m_p.fastq,d.PS79.318.20m_p.fastq,d.PS79.318.50m_p.fastq,d.PS79.319.20m_p.fastq,d.PS79.319.60m_p.fastq,d.PS79.320.20m_p.fastq,d.PS79.320.60m_p.fastq,d.PS79.321.20m_p.fastq,d.PS79.321.60m_p.fastq,d.PS79.322.20m_p.fastq,d.PS79.322.60m_p.fastq,d.PS79.323.20m_p.fastq,d.PS79.323.60m_p.fastq,d.PS79.324.20m_p.fastq,d.PS79.324.60m_p.fastq,d.PS79.326.20m_p.fastq,d.PS79.326.60m_p.fastq,d.PS79.329.20m_p.fastq,d.PS79.329.60m_p.fastq,d.PS79.330.20m_p.fastq,d.PS79.330.60m_p.fastq
Unknown_73,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,11,0,70,0,143,129,116,114,64,65,85,79,54,0,0,0,45,83,153,0,0,207,100,0,150,0,35,0,0,67,0,125,0,61,43,0,20,133,3,0,21,0,0,0
LS-NOB_74,1,0,0,0,0,0,0,0,0,0,0,0,78,93,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,19,53,38,85,49,63,29,47,45,25,0,33,30,29,34,0,26,69,24,0,44,6,0,0,0,11,19,0,11,6,38,11,0,46,0,6,0,0,0,0
SAR92_clade_76,4,0,481,0,52,49,49,23,104,52,78,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polaribacter_1_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,53,0,32,11,55,8,78,6,53,32,0,0,0,0,54,9,64,0,0,0,78,0,0,0,45,0,25,40,15,6,24,7,5,34,0,0,0,0,0,0
Formosa_79,583,0,954,0,0,0,0,0,0,0,0,0,14,0,40,82,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_80,0,0,731,0,64,67,45,70,156,66,95,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,383,0,70,0,15,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUP05_cluster_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,7,15,81,8,98,0,0,0,0,154,315,242,594
Clade_Ib_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,238,0,130,45,96,82,86,66,155,0,0,0,99,50,80,0,0,164,94,0,255,0,20,0,0,28,0,62,0,19,33,0,31,60,0,0,11,0,0,0
SUP05_cluster_84,98,0,0,0,0,0,0,0,0,0,0,0,130,234,375,131,16,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,15,36,81
Unknown_85,123,0,0,0,0,0,0,0,0,0,0,0,35,0,69,62,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,12,8,13,16,34,0,12,7,3,0,3,0,21,36,31,52
Clade_Ib_86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,29,0,79,0,65,17,96,57,111,91,102,120,0,89,220,281,137,0,82,42,25,0,33,0,0,0,0,0,9,9,0,9,0,7,15,120,30,38,0,19,10,0
NS4_marine_group_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,109,24,25,38,65,29,15,20,20,0,46,0,768,207,95,211
Unknown_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,26,59,0,38,23,113,48,157,39,124,103,0,92,157,89,101,6,128,122,35,0,94,0,17,0,20,15,41,32,19,6,11,11,0,76,17,0,0,0,1,1
Clade_Ia_89,168,0,83,0,0,0,0,0,0,0,59,0,65,73,140,83,48,120,40,0,54,20,50,65,0,29,0,19,42,0,0,0,0,24,0,0,0,70,45,0,0,37,34,10,0,42,43,13,27,39,0,22,35,45,0,55,58,45,30,42
Prochlorococcus_MIT9313_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,18,50,35,0,105,12,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_91,62,0,6,0,0,0,0,0,0,0,0,0,81,68,74,54,141,106,19,18,8,15,3,12,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,11,0,14,17,14,20,21,32,25,83,52,37,26,37,0,25,19,181,144,182,99
Prochlorococcus_MIT9313_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,17,9,26,0,49,38,24,18,48,66,0,156,82,32,35,0,0,21,0,0,34,0,0,0,0,0,14,0,0,0,0,4,0,27,0,0,0,0,0,0
Unknown_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,12,0,32,24,51,45,23,23,0,64,59,66,42,0,64,59,32,0,38,2,8,0,0,0,16,0,0,0,0,0,0,44,7,0,0,0,0,0
Synechococcus_CC9902_94,3,0,0,0,0,0,0,0,0,0,0,0,53,47,38,83,128,86,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS5_marine_group_95,22,0,2,0,0,0,0,0,0,0,0,0,125,119,55,112,86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,8,0,102,67,229,91
Clade_Ib_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,94,42,129,46,80,84,0,38,96,38,107,0,39,209,105,28,417,26,0,0,12,9,18,18,0,0,0,0,0,70,0,0,0,0,0,0
Unknown_97,175,13,201,0,0,35,27,41,0,73,26,0,120,110,81,32,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8
Unknown_98,228,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,397,239,0
Clade_Ib_99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,59,64,58,90,51,98,8,22,0,0,0,0,0,0,0,7,6,82,0,25,31,36,0,60,52,33,25,40,66,31,31,74,62,60,75,0,119,102,67,64,30,43
Unknown_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,21,0,4,56,23,0,85,9,121,0,234,84,87,74,81,49,66,46,0,12,4,0,0,0,0,0
Unknown_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,4,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,9,88,46,120,0,148,44,40,75,118,75,38,0,54,0,69,42,0,60,291,219,45,0,0
Unknown_102,4,0,528,0,136,131,34,0,100,44,68,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Actinomarina_103,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,259,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,39,53,53,65,3,35,5,25,3,3,0,0,5,0,0,10,0,0,0,0,8,0,1,0,0,3,0,3,10,0,59,17,11,12,24,21,0,0,0,0
Sphingomonas_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,63,30,38,32,42,23,40,47,0,20,40,60,0,0,41,22,52,0,0,56,35,0,50,17,90,0,60,79,59,40,67,62,71,32,49,62,36,40,45,35,18,30
Unknown_107,14,0,24,0,442,244,0,105,0,125,105,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,26,0,32,13,45,0,32,48,0,38,69,47,0,6,63,47,0,0,73,0,6,0,0,11,13,12,0,0,0,0,0,34,7,0,0,0,0,0
OM75_clade_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,19,12,0,32,31,0,11,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,25,0,35,17,14,52,43,66,59,113,27,0,53,79,58,135,33,74
Planktomarina_110,17,0,416,0,0,67,56,0,0,42,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,48,0,123,9,57,62,200,68,0,0,44,0,80,26,27,0,0,0
Unknown_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,77,37,104,0,0,105,133,0,0,0,0,101,0,0,117,0,14,0,0,0,0,16,0,0,53,38,0,0,0,25,0,0,0,0
Ascidiaceihabitans_113,6,0,152,0,0,17,10,10,0,22,0,59,10,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_114,0,0,0,0,0,0,0,0,0,0,0,0,44,67,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_115,15,0,0,0,0,0,0,0,0,0,0,0,82,200,52,41,52,58,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,68,99,21,53
Candidatus_Actinomarina_116,26,0,0,0,0,0,0,0,0,0,0,0,413,0,231,269,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,64,145,48,195
Clade_Ia_117,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,36,60,57,68,0,23,49,57,53,0,0,36,0,0,0,0,0,0,0,64,0,0,57,39,0,0,38,52,0,30,48,53,34,48,61,73,44,43,74,27,47,0,56,58,79
Unknown_118,143,54,36,0,0,0,0,0,0,0,0,0,54,53,48,44,81,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,40,8,0,12,0,0,0,0,0
Unknown_119,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,1,42,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,29,0,136,65,78,90,197,62,56,30,11,0,20,4,0,14,15,24
NS4_marine_group_120,215,15,116,0,0,0,0,0,10,10,0,0,102,114,177,134,97,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,13,43,23,54,9,16,0,30,0,0,0,0,0,15,18,0,32,37,31,0,50,0,8,0,25,16,19,23,24,19,48,16,0,17,0,0,0,0,0,0
Synechococcus_CC9902_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
NS5_marine_group_123,155,0,286,0,42,0,60,0,26,46,0,0,53,43,75,112,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sva0996_marine_group_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,551,0,118,3,292,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,51,47,74,21,48,22,82,57,50,30,54,36,0,20,45,46,82,33,42,30,0,0,29,26,52,0,44,39,34,26,18,29,36,19,26,51,29,22,23,13,0,10
Prochlorococcus_MIT9313_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,13,6,5,0,0,11,0,0,0,2,0,0,0,0,8,84,0,0,31,0,0,0,0,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0
Unknown_127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,22,19,23,0,42,19,27,39,26,24,14,0,7,0,63,65,8,61,86,37,0,59,7,0,0,13,16,43,4,8,25,25,7,16,44,25,6,0,0,0,0
Unknown_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,10,21,51,8,40,23,15,40,35,0,52,49,38,10,92,76,0,0,0,0,3,19,0,0,0,23,24,60,69,68,69,63,57,62,0,0,5,0,4
Clade_Ib_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,57,0,88,74,79,66,52,0,86,0,0,0,0,76,124,0,0,190,0,0,170,0,47,0,0,33,0,0,0,17,66,0,0,106,0,0,18,0,0,0
Unknown_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,12,4,43,20,34,9,46,0,0,22,55,53,142,0,40,79,54,0,98,12,65,0,213,48,42,40,10,0,22,5,4,66,7,0,0,0,0,0
Unknown_131,0,0,0,0,418,274,0,165,0,94,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,111,46,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,36,18,33,11,0,24,4,0,17,13,225,29,0,0
Unknown_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,32,4,0,23,6,0,0,9,0,15,0,0,0,0,9,58,0,0,4,0,18,4,46,0,117,74,49,64,75,39,20,71,49,10,94,58,5,0,0,0
NS2b_marine_group_134,0,0,549,0,36,53,49,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_135,47,0,0,0,95,53,33,65,61,61,40,87,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_136,273,44,48,0,0,0,0,0,0,0,0,0,93,107,170,98,129,213,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,15,7
Unknown_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,16,0,0,0,0,0,4,228,219,280,366
Pseudomonas_138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_139,8,0,0,0,0,0,0,0,0,0,0,0,14,19,19,12,38,30,47,41,31,56,22,65,0,41,0,0,0,0,0,0,0,0,0,57,0,10,0,0,0,20,35,0,40,49,55,21,76,49,54,39,57,0,36,52,78,61,61,50
Prochlorococcus_MIT9313_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,51,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,101,0,0,20,0,0,0,0
Aquabacterium_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_142,60,11,371,0,38,71,0,89,0,115,106,0,36,35,77,110,35,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_143,48,21,62,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,0,0
Clade_Ia_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,59,43,75,30,57,47,0,12,0,0,7,5,0,10,0,20,17,45,31,21,0,0,26,0,67,5,77,52,53,38,57,56,30,38,51,11,88,45,16,17,10,24
Amylibacter_146,87,8,0,0,13,0,24,7,11,3,0,8,159,95,212,119,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_147,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,316
Unknown_148,0,0,0,0,11,14,12,23,69,76,58,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0
Clade_Ia_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,63,41,0,42,27,34,33,0,0,0,21,0,0,0,0,0,63,51,42,78,30,9,33,14,77,0,71,74,66,27,51,67,45,24,38,0,17,0,0,35,23,35
NS2b_marine_group_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,57,20,39,25,27,14,53,17,37,4,0,0,19,56,57,3,109,52,41,0,37,0,114,1,50,37,6,4,3,9,0,2,0,27,0,1,0,0,0,0
Unknown_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,26,23,18,0,0,30,0,71,0,0,72,41,0,71,0,0,0,30,19,27,56,0,0,0,0,0,52,0,0,0,0,0,0
Pseudomonas_153,0,0,0,0,0,12,1,4,0,20,6,0,32,7,0,283,2,9,0,12,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM75_clade_154,95,65,0,0,0,0,0,0,0,0,0,0,39,97,44,18,27,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ib_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,29,0,128,64,95,0,85,114,0,58,140,202,103,0,44,21,27,0,27,7,0,0,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0
Unknown_156,24,0,0,0,0,0,0,0,0,0,0,0,0,58,32,50,120,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,107,0,0,281
Prochlorococcus_MIT9313_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,18,8,10,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,76,0,9,0,5,0,0,0
Unknown_158,279,0,18,0,0,0,0,0,0,0,0,0,41,25,64,104,113,88,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,17,38
Candidatus_Puniceispirillum_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,57,6,26,17,0,6,19,0,16,17,0,45,61,0,0,0,38,63,22,0,37,0,17,0,26,9,0,46,0,0,26,0,0,0,21,0,8,0,0,1
Prochlorococcus_MIT9313_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,23,13,48,0,42,28,32,19,41,22,0,28,28,0,23,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0
Unknown_161,4,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,31,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,94,26,47,126,37,33,63,128,19,15,17,0,0,7,11,63,40,22,25
Clade_Ia_162,218,14,166,0,0,0,28,0,58,0,0,0,56,88,160,71,59,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,44,87,70,67,33,113,0,101,0,0,0,0,0,72,65,0,194,0,103,0,44,0,0,0,0,0,11,23,0,0,0,12,0,0,20,38,0,0,0,0
SAR92_clade_164,0,0,142,0,68,48,61,32,192,68,106,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,18,0,61,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Methylobacterium_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,65,0,85,0,0,69,0,0,130,0,117,316,106,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0,44,0,57,69,0,78,0,93,0,48,0,65,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,67,37,0,0,0,0,0
Clade_Ia_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,53,66,15,65,26,60,33,57,33,67,48,0,32,69,22,37,23,27,30,17,0,11,34,12,0,0,9,21,0,0,16,20,0,15,23,40,20,24,15,0,0
SAR92_clade_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,11,8,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,7,0,15,12,7,12,40,10,43,23,63,0,92,28,202,121,13,25
Unknown_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,19,69,0,43,0,46,0,0,0,0,0,0,0,0,11,41,71,53,0,154,13,8,0,0,18,44,0,41,9,29,22,0,24,71,0,0,0,0
