Genus,r.PS79.178.20m_p.fastq,r.PS79.178.60m_p.fastq,r.PS79.179.20m_p.fastq,r.PS79.179.60m_p.fastq,r.PS79.193.20m_p.fastq,r.PS79.193.60m_p.fastq,r.PS79.241.20m_p.fastq,r.PS79.241.60m_p.fastq,r.PS79.262.20m_p.fastq,r.PS79.262.60m_p.fastq,r.PS79.287.20m_p.fastq,r.PS79.287.60m_p.fastq,r.PS79.296.20m_p.fastq,r.PS79.296.60m_p.fastq,r.PS79.297.20m_p.fastq,r.PS79.297.60m_p.fastq,r.PS79.298.20m_p.fastq,r.PS79.298.60m_p.fastq,r.PS79.300.20m_p.fastq,r.PS79.300.60m_p.fastq,r.PS79.302.20m_p.fastq,r.PS79.302.60m_p.fastq,r.PS79.304.20m_p.fastq,r.PS79.304.70m_p.fastq,r.PS79.306.20m_p.fastq,r.PS79.306.60m_p.fastq,r.PS79.307.20m_p.fastq,r.PS79.307.60m_p.fastq,r.PS79.308.20m_p.fastq,r.PS79.310.20m_p.fastq,r.PS79.311.20m_p.fastq,r.PS79.311.60m_p.fastq,r.PS79.312.20m_p.fastq,r.PS79.312.60m_p.fastq,r.PS79.313.20m_p.fastq,r.PS79.314.20m_p.fastq,r.PS79.314.60m_p.fastq,r.PS79.315.20m_p.fastq,r.PS79.315.60m_p.fastq,r.PS79.317.20m_p.fastq,r.PS79.317.60m_p.fastq,r.PS79.318.20m_p.fastq,r.PS79.318.50m_p.fastq,r.PS79.319.20m_p.fastq,r.PS79.319.60m_p.fastq,r.PS79.320.20m_p.fastq,r.PS79.320.60m_p.fastq,r.PS79.321.20m_p.fastq,r.PS79.321.60m_p.fastq,r.PS79.322.20m_p.fastq,r.PS79.322.60m_p.fastq,r.PS79.323.20m_p.fastq,r.PS79.323.60m_p.fastq,r.PS79.324.20m_p.fastq,r.PS79.324.60m_p.fastq,r.PS79.326.20m_p.fastq,r.PS79.326.60m_p.fastq,r.PS79.329.20m_p.fastq,r.PS79.329.60m_p.fastq,r.PS79.330.20m_p.fastq,r.PS79.330.60m_p.fastq
Unknown_56,0,0,0,0,0,0,0,0,0,0,0,0,131,318,153,162,41,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,28,4,0,0,0,0,0,0,32,0
Ascidiaceihabitans_57,19,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,519,254,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,60,21,5,26,18,8,1,0,24,378,0
Planktomarina_58,0,0,992,0,0,135,123,84,328,277,82,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,82,54,0,48,56,123,43,144,62,15,28,68,19,27,172,100,67,112,30,15,7,0,6,0,0,24,58,21,0,0,27,98,15,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,80,0,0,0,116,171,179,99,194,17,64,81,118,42,83,143,139,103,6,8,0,0,3,0,0,0,29,0,0,0,17,19,9,0,0,0,0,0,0,0,0
Clade_Ia_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Unknown_63,473,0,272,0,0,0,0,0,0,0,0,9,1,5,36,30,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Unknown_64,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,86,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,14,19,0,12,8,23,24,186,0
Unknown_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,55,0,0,0,75,0,34,57,54,74,135,102,96,39,99,61,33,0,0,0,0,0,0,0,0,16,0,0,0,0,19,10,0,41,42,9,0,0,0,0,0
Unknown_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,31,0,39,49,0,24,0,0,1,3,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,68,29,95,0,94,28,0,0,60,0
Clade_Ia_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,55,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0
Prochlorococcus_MIT9313_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,42,50,0,66,62,41,55,88,50,0,46,56,35,27,32,14,23,38,198,0,32,11,187,0,0,0,21,0,0,0,14,70,36,117,0,54,28,0,0,0,0
NS2b_marine_group_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,30,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0,104,13,16,0,0,41,7,10,15,19,13,6,18,11,32,0
Unknown_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31,16,31,39,56,0,61,61,50,48,40,36,49,36,6,0,32,0,0,8,0,24,13,0,0,0,13,25,9,0,0,0,0,0,0,0,0
Sphingobium_71,24,0,142,5,0,0,0,129,0,39,3,36,53,96,29,195,16,52,3,90,15,2,0,0,11,0,0,0,0,0,0,14,14,0,4,0,0,0,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Unknown_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,28,0,4,0,99,58,70,58,115,107,124,159,117,124,81,57,42,55,40,7,0,0,0,25,0,31,54,8,0,0,11,12,7,0,0,0,0,0,0,0,0
Unknown_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LS-NOB_74,0,0,0,0,0,0,0,51,0,0,0,0,388,1116,439,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,47,76,0,84,70,88,46,54,59,0,39,35,46,42,89,56,62,60,0,0,7,11,6,0,0,0,120,0,18,0,46,46,41,0,0,0,0,0,0,0,0
SAR92_clade_76,47,2,990,0,0,27,52,13,0,96,37,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polaribacter_1_77,0,0,0,0,2,608,494,424,4,610,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,61,21,0,0,104,27,115,31,141,26,89,95,149,72,77,69,38,77,7,0,0,0,0,27,0,59,13,0,0,0,27,47,0,0,0,0,13,0,3,0,0
Formosa_79,132,0,265,39,0,0,1,0,0,0,1,4,0,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_80,0,9,504,0,1,77,17,0,100,74,32,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,140,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUP05_cluster_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,576,0
Clade_Ib_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,5,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUP05_cluster_84,78,0,10,0,0,0,0,0,0,0,0,0,0,366,255,96,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
Unknown_85,246,24,53,0,0,0,0,0,0,0,0,0,85,161,119,167,112,95,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,14,0,0,0,97,20,1,5,22,0,0,0,0,159,0
Clade_Ib_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS4_marine_group_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,14,0,0,0,0,12,0,2,11,0,5,6,0,0,79,0
Unknown_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,9,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Clade_Ia_89,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,107,0,51,0,0,0,22,0,0,0,0,0,0,0,0,3,0,510,0,162,0,474,9,0,0,196,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Clade_Ia_91,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
Prochlorococcus_MIT9313_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,43,41,46,23,81,0,117,91,232,88,57,80,50,47,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,8,0,0,73,31,52,56,79,69,78,57,148,71,76,87,43,51,4,0,0,0,0,0,0,12,15,0,0,0,0,9,0,0,0,8,0,0,0,0,0
Synechococcus_CC9902_94,0,0,0,0,0,0,0,0,0,0,0,0,0,521,407,0,248,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS5_marine_group_95,0,0,21,0,0,0,0,0,0,0,0,0,23,88,0,46,90,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,379,0
Clade_Ib_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_97,97,0,215,0,0,28,6,46,21,65,15,8,57,68,23,14,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Unknown_98,119,0,10,0,0,0,0,0,0,0,0,0,46,67,0,60,77,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,6,267,0
Clade_Ib_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
Unknown_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,14,0,194,0,223,62,0,0,0,58,49,22,0,0,0,0,0,0,0,0
Unknown_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Unknown_102,0,0,313,0,0,78,48,31,104,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Actinomarina_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,59,174,6,128,0,56,0,29,0,0,15,0,4,0,15,0,13,0,0,0,2,0,0,1,0,15,47,0,3,0,40,171,84,49,18,43,40,0,0,0,0
Sphingomonas_105,0,107,970,141,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Unknown_107,0,0,23,0,0,140,217,136,0,0,75,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,0,60,0,91,34,105,22,90,61,84,69,67,31,45,69,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0
OM75_clade_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,60,18,0,12,13,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,0,0,0,48,43,62,36,17,41,29,0,0,0,0
Planktomarina_110,0,0,949,0,0,0,0,0,0,0,0,14,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,93,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,311,49,0,0,0,119,0,0,21,0,0,5,0,0,0,0
Unknown_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,0,0,56,0,0,111,0,0,156,126,67,72,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,32,0,0,0,30,27,0,0,0,0
Ascidiaceihabitans_113,19,0,753,0,0,0,0,89,219,0,97,5,0,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_114,0,0,0,0,0,0,0,0,0,0,0,0,0,986,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_115,0,0,0,0,0,0,0,0,0,0,0,0,320,227,18,32,99,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
Candidatus_Actinomarina_116,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Clade_Ia_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_118,184,0,63,0,0,0,0,0,0,0,0,0,0,58,23,46,102,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,9,0,8,2,0,8,0,386,0
Unknown_119,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,60,0,123,46,0,0,0,183,34,18,0,0,0,0,0,0,68,0
NS4_marine_group_120,0,0,61,0,0,0,0,0,0,0,0,0,9,61,106,71,71,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,21,75,0,95,18,0,0,14,19,0,0,0,0,0,21,38,33,47,96,0,0,11,0,0,0,54,95,0,0,0,85,98,47,0,0,0,0,0,0,0,0
Synechococcus_CC9902_122,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,23,28,0,0,0,0
NS5_marine_group_123,65,0,120,0,10,137,3,19,3,62,20,0,6,9,21,21,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sva0996_marine_group_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,330,0,26,21,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,139,0,14,50,0,50,20,57,0,18,8,0,0,0,0,0,0,10,8,41,0,0,0,0,0,0,0,76,70,0,0,0,161,88,170,96,9,61,34,0,0,0,0
Unknown_127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,42,0,16,49,24,18,28,35,0,10,10,10,27,29,43,21,37,31,0,0,0,0,8,0,0,19,0,0,0,0,0,4,15,0,23,20,0,0,3,0
Unknown_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,22,0,0,0,12,28,8,12,0,0,0,0,0,16,0,4,22,0,0,3,47,31,20,18,0,16,10,0,0,1,0
Clade_Ib_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_131,0,0,13,0,0,220,0,188,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_132,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0,272,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,138,56,0,0,0,18,4,0,12,0,0,8,0,0,21,0
Unknown_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,11,0,0,0,0,8,10,7,8,2,0,0,0,0,8,0,0,0,75,0,66,56,0,0,0,51,0,10,17,29,10,10,0,0,0,0
NS2b_marine_group_134,0,0,321,0,0,168,0,54,12,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_135,18,0,0,0,12,362,5,100,36,243,53,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_136,19,9,0,22,0,0,0,0,0,7,0,0,7,20,11,12,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Unknown_137,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas_138,0,617,412,252,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus_MIT9313_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,48,0,17,66,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,99,48,248,0,273,39,0,0,0,0
Aquabacterium_141,0,0,0,0,48,73,37,200,631,23,10,307,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_142,0,0,52,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_143,113,0,1018,0,0,0,0,0,0,32,0,13,0,0,3,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,371,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clade_Ia_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amylibacter_146,0,0,210,0,0,41,0,5,15,0,2,0,32,70,119,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown_148,0,0,142,0,0,173,7,47,247,220,107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus_CC9902_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,806,0,0,108,46,0,0,0,0
Clade_Ia_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS2b_marine_group_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,11,0,0,0,24,0,7,0,8,11,0,0,0,4,6,5,8,16,0,0,0,0,0,117,0,20,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Unknown_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39,0,70,20,52,0,55,45,86,47,83,76,39,0,8,0,0,0,0,16,0,34,0,0,0,0,23,32,0,0,0,0,0,0,0,0,0
Pseudomonas_153,0,0,48,0,0,110,0,199,12,41,11,0,20,37,0,332,0,37,0,3,0,1,1,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
